"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","04","National excluding Dublin - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","12","National excluding Dublin - apartments","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","21","Border - houses","%","2.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","14","Midland - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","15","West - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","22","Mid-East - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","23","Mid-West - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","24","South-East - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","19","South-West - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","-","National - all residential properties","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","01","National - houses","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","02","National - apartments","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","05","Dublin - all residential properties","%","-0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","06","Dublin - houses","%","-0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","07","Dublin - apartments","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","08","Dublin City - houses","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","09","Dun Laoghaire-Rathdown - houses","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","10","Fingal - houses","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","11","South Dublin - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","03","National excluding Dublin - all residential properties","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","04","National excluding Dublin - houses","%","-0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","12","National excluding Dublin - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","21","Border - houses","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","14","Midland - houses","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","15","West - houses","%","-0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","22","Mid-East - houses","%","-0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","23","Mid-West - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","24","South-East - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201811","2018 November","19","South-West - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","-","National - all residential properties","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","01","National - houses","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","02","National - apartments","%","-0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","05","Dublin - all residential properties","%","-0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","06","Dublin - houses","%","-0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","07","Dublin - apartments","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","08","Dublin City - houses","%","-0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","09","Dun Laoghaire-Rathdown - houses","%","-1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","10","Fingal - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","11","South Dublin - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","03","National excluding Dublin - all residential properties","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","04","National excluding Dublin - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","12","National excluding Dublin - apartments","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","21","Border - houses","%","2.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","14","Midland - houses","%","-0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","15","West - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","22","Mid-East - houses","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","23","Mid-West - houses","%","-1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","24","South-East - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201812","2018 December","19","South-West - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","-","National - all residential properties","%","-0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","01","National - houses","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","02","National - apartments","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","05","Dublin - all residential properties","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","06","Dublin - houses","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","07","Dublin - apartments","%","-0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","08","Dublin City - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","09","Dun Laoghaire-Rathdown - houses","%","-0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","10","Fingal - houses","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201901","2019 January","11","South Dublin - houses","%","-0.2"
